"KARACHI: Former Pakistan captain Younis Khan had sought apology from Chairman Pakistan Cricket Board (PCB) Shaharyar M Khan on the incident of his misconduct during the Pakistan Cricket Cup which is in progress at Faisalabad.Younis made a telephonic contact with the Chairman PCB on Monday and during the call felt sorry for the incident happened during the event, said a spokesman of PCB here.He appraised the Chairman about his willingness to participate in the remainder of the tournament.He said being an advisor of Chairman PCB on cricketing affairs it was an obligatory on his part to participate in the premier ODI Domestic tournament for the larger interest of the promotion of the game in the country said the spokesman .Younis faced disciplinary action from the board after he kept away from a hearing following his involvement in an umpiring row. Younis called umpiring in the match as below par and initially boycotted the tournament in protest.",4/25/2016,Younis Khan decides to rejoin Pakistan Cu,sports
"JOHANNESBURG: South Africa on Monday banned its national cricket and rugby federations from hosting or bidding for international tournaments for at least a year due to their failure to increase representation of black players.Sports minister Fikile Mbalula said the athletics and netball federations were also barred from bidding to stage global events after a report showed that four out of the five biggest sports have failed to create enough opportunities for black players.The minister�s decision was a major blow to the South African Rugby Union�s intention to bid for the 2023 Rugby World Cup. The bidding process starts next month.South Africa�s government has been pushing for more black players to be included in the nation�s most popular sports but more than two decades after the end of apartheid whites still make up the bulk of players in athletics, cricket, netball and rugby.""I have therefore resolved to revoke the privilege of Athletics South Africa (ASA), Cricket South Africa (CSA), Netball South Africa (NSA) and South African Rugby (SARU) to host and bid for major and mega international tournaments,"" Mbalula said in a statement.The soccer federation was the only one of the five to meet its transformation targets, he said.Mbalula said he would review the decision when considering the results on the 2016-17 �Transformation Barometer�, which could be at the end of next year. ",4/25/2016,South Africa bans rugby cricket from bidding for major tour,sports
"strong>KARACHI: Pakistan�s opening batsman Ahmed Shehzad on Monday found himself in the midst of yet another controversy after media reports revealed that the 24-year-old has broken dressing room�s window with his bat during a domestic one-day match.</strongAccording to sources, Shehzad, after failing to complete his century against Balochistan during a Pakistan Cup match on April 24, smashed the dressing room�s window to vent his anger.He was unhappy on being given out on 79 and broke into an argument with the on-field umpire, saying Bilawal Bhatti may not have claimed a clean catch.Shehzad will pay for the broken glass from his match fees, sources said.� However, the Pakistan Cricket Board (PCB) is yet to take note of the incident.A day before this incident, former captain Younis Khan was found guilty for walking out of the Pakistan Cup national One-Day tournament after a dispute with the match referee and umpires. Khan is likely to face a ban of three to five matches and my miss the upcoming series against England.�",4/25/2016,Ahmed Shehzad Pakistan Cricket Younis K,sports
"strong>Manchester United�s Spanish international midfielder Juan Mata has admitted in an interview that he and other professional footballers earn ""obscene"" amounts of money and ""live in a bubble"".</strongMata, who signed for Manchester United from Chelsea for a reported 37 million pounds ($53.41 million) in 2014, is believed to earn around 150,000 pounds per week.""Football is very well remunerated at this level. It�s like we live in a bubble. Compared to the rest of society, we earn a ridiculous amount.It�s unfathomable,"" Mata said in an interview on Spanish television programme ""Salvados"", broadcast on Sunday.""With respect to the world of football, I earn a normal wage. But compared to 99.9 percent of Spain and the rest of the world, I earn a silly amount.""The Spain international also said he sympathised with critics of the modern game, who claim football has become too commercialised, and criticised the attitude of some young players who become arrogant after turning professional.""I can understand what they�re talking about. The business side of football makes it seem as though the owners are now more important than the fans,"" the 27-year-old added.""Every player thinks he�s Diego Maradona when he joins a big club. That happens to all of us but then you notice it in the younger players�.""You see kids who think they�re rock stars; wearing extravagant clothes and driving flash cars. Sometimes you have to take them aside and have a word�.Mata added: ""I don�t enjoy the business side of football. I love the game. I love training and competing.�",4/25/2016,Jaun Mata Footballers Overpaid Manchester United,sports
"strong>Rafael Nadal maintained his ominous claycourt form by seizing back the Barcelona Open title from Japan's Kei Nishikori with a 6-4 7-5 victory on Sunday, matching Guillermo Vilas's record title haul on the surface.</strongA week after reclaiming the Monte Carlo crown, the 29-year-old Spaniard returned to another of his favourite hunting grounds to end Nishikori's two-year hold on the trophy and take his tally in the Catalan capital to nine.""I have been working so hard to enjoy moments like this,"" Nadal said. ""The fact that I'm playing at home is always even more special. I'm very happy and I feel lucky to enjoy this again.""Playing with the kind of authority that once made him almost unplayable on European clay, Nadal looked poised for a comfortable victory when he led 4-1 in the second set but Nishikori broke back to make Nadal dig deep.The Spaniard would not be denied, though, sealing victory after two hours when Nishikori slapped a forehand into the net.""It was a very close match,"" Nadal said. ""There were a lot of chances for both of us but I think I have been solid.""Nadal, who will target a 10th French Open title next month, had not won back-to-back titles since 2013.He and former Argentine great Vilas have both won 49 claycourt titles and Nadal will be confident of edging ahead when he moves on to Madrid and Rome before Roland Garros.",4/25/2016,Resurgent Nadal beats Nishikori to reclaim Barcelona cr,sports
"strong>LONDON: Leicester City forward Riyad Mahrez was named English soccer�s player of the year by the Professional Footballers� Association on Sunday.</strongThe 25-year-old Algerian international, the first Leicester player and first African to win the award, has scored 17 goals and made 11 assists in 34 league games to help Leicester move to the brink of their first English top-flight title.Mahrez finished ahead of fellow Leicester players Jamie Vardy and N�Golo Kante, Tottenham Hotspur striker Harry Kane, Arsenal�s Mesut Ozil and West Ham United�s Dimitri Payet.The Algerian praised the contribution of his team mates and manager Claudio Ranieri after being voted the best player in England by his fellow professionals.""All the credit is for them, seriously,"" Mahrez, who joined Leicester from French second-tier side Le Havre in January 2014, said.""And for my manager and the staff. Without them I wouldn�t receive this award and I wouldn�t score.It�s the team spirit, and I want to dedicate it to them. ""It�s extra special because if the players vote for me it�s because they�ve seen I�ve been great this year so I�m happy.""Without my team mates I wouldn�t get this award. ""Mahrez also spoke of his pride at being the first African player to receive the award won last year by Chelsea playmaker Eden Hazard.""It�s an honour to be the first African -- not the best but the first,"" Mahrez added. Spurs midfielder Dele Alli, 20, was named PFA Young Player of the Year, with his team still chasing the leaders in a bid to win their first league title since 1961.",4/25/2016,Leicesters Mahrez named English PFA player of the year,sports
"DUBAI: Cricket Scotland has taken the top prize in the annual ICC Development Programme Awards 2015, claiming the Best Overall Cricket Development Programme Award.Cricket Scotland�s Development Programme continues to go from strength to strength, growing cricket across the country with a number of innovate new programmes introduced in 2015.These programmes includes Thriving Clubs which provides hands on professional support from experts to cricket clubs, the expansion of Last Man Stands across Scottish cities and the first Cricket Force scheme, which was launched in conjunction with Jewson to help improve facilities in local communities.The Lifetime Service Award was won by Jim Bennett for his dedication to the administration of youth cricket in Ireland. Mr Bennett sits on the Executive Committee for Cricket Leinster, the group tasked with the running and administration of the club game in the province of Leinster. Mr Bennett is also heavily involved in his club side the Hills as role of Club President - a position he has held with distinction for the last 15 years.Competition for the Spirit of Cricket Award was high with Vanuatu and Malaysia being named as the joint winners. Vanuatu was recognised for its Women�s Island Cricket Programme which assisted with clean-up efforts at the back of the destruction caused by Cyclone Pam in March 2015.Malaysia was named co-winners, thanks to its Bat for Nepal fundraising match which generated thousands of dollars for Nepal following the earthquake in April 2015.Rwanda Cricket Association has picked up the Image of the Year award for its photo capturing cricket development at a coaching clinic in Rwanda.<br/> <br/> Other winners were Ivan Thawithemwira of the Uganda Cricket Association, who won the Volunteer of the Year award, thanks to his contribution to cricket development in the Western Uganda district of Fort Portal, and Gemma Dunning from the Jersey Cricket Board, who won the Women�s Cricket �Behind the Scenes� award for her work to inspire more girls to take part in sport through the vehicle of cricket called Crick-Fit @ The Beach.The judging panel for these awards featured ICC Chairman Manohar and President Zaheer Abbas.All ICC Development Programme Annual Awards 2015 winners receive a cricket equipment grant to its national cricket body.�",4/26/2016,Scotland claims top prize in ICC Annual Awards 2015,sports
"DUBAI: Afghanistan�s Mohammed Shahzad won hearts around the world in World Twenty20 last month in India, and following three weeks of fan voting he has been crowned as the winner of the Nissan Play of the Tournament for ICC World Twenty20 India 2016.The power packed opener is known for showing no fear when he opens the batting for Afghanistan, as several teams found out during the Group Stages and Super 10 stage.<br/> <br/> Shahzad�s innings of 44 off 19 balls in reply to South Africa�s daunting total of 210 had the Proteas on the ropes at one point during the chase. Kyle Abbott�s first over alone went for 22 runs. The third ball of the second over of the game, was sent soaring over long-on from Shahzad. And as if to allow those watching to take in the enormity of that six, he held the pose like a champion for a few seconds and never once raised his head.Commentators Brendon Julian and Tom Moody were momentarily left speechless at the shot as Shahzad�s innings lit up the Wankhede Stadium in Mumbai.The Nissan Play of the Tournament vote was made up of 16 different brilliant Nissan Plays of the Day, with fans then being given the chance to pick their winner in a bracket knock-out vote.Fans from nearly 200 countries got involved with the post tournament digital activation. There were over 3 million video views of the various plays and a staggering 1.5 million votes.The final vote came down to Mohammad Shahzad�s Six against Soumya Sarkar�s stunning catch against India. This final match-up attracted over 500,000 votes alone as Afghanistan and Bangladesh fans voted in huge numbers to crown their champion. The voting swayed over the course of the week but Mohammad Shahzad just prevailed with 53% of the vote.The response to the Nissan Play of the Tournament continued the trend of increased engagement with cricket fans and viewers across the world during this ICC World T20 2016, won by the West Indies men�s and women�s teams.Across the official event website and App, ICC�s YouTube channel, ICC�s Facebook page, ICC�s Twitter and Instagram account and the regional and global live stories posted on Snapchat, there were more than 320 million video views - the highest mark ever for an ICC event.During the event, 46 million people across the world engaged on Facebook, the most ever for any Twenty20 event in history, while the 85 press conferences streamed live on the ICC�s Facebook page had more than 10 million views. On Twitter, there were 5.75 billion impressions of Tweets related to the ICC World Twenty20, an all-time record for any cricket event.",4/26/2016,Shahzad wins Nissan Play of the Tournament award for WT20,sports
"MELBOURNE: The cricket boards of all major Test-playing nations have thrown their support behind day-night matches and nearly half intend to host a game under lights in the next 12 months, according to Cricket Australia boss James Sutherland.Australia hosted the first day-night Test against New Zealand in Adelaide last year and will play Pakistan in another match under lights in Brisbane in December.South Africa�s players have balked at an invitation to play Australia in a day-night match in November, however, citing concerns about the specially developed pink ball and their relative inexperience playing it.Sutherland, who met with South African officials during an International Cricket Council meeting in Dubai on Sunday, said no final decision on the Adelaide Test could be expected until Proteas players returned home from the Indian Premier League tournament. But he said day-night Tests in general had unanimous support from the top nations� boards.""What I heard from (ICC) full member country CEO�s in meeting was a very broad-ranging commitment to day-night Test cricket and indeed three or four full member countries are planning on hosting Test cricket under lights in the course of the next 12 months, which is very encouraging,"" Sutherland told reporters at CA�s Melbourne headquarters on Tuesday.""Certainly India, Pakistan are very keen to play day-night Test cricket, I know New Zealand are also keen. ""To a person, full member countries and their CEOs stated their absolute support of Test cricket being played under lights.""The first day-night Test drew huge crowds to Adelaide Oval and big television audiences, helping to offset disappointing attendances to the season-opening Tests against New Zealand in Brisbane and Perth.CA and players on both sides hailed the match a success in the aftermath but South Africa captain AB de Villiers told local media last week that his team had been discouraged from committing to the day-night Test in Adelaide after getting feedback from Australian players, including captain Steve Smith.Test crowds have waned across the globe even as domestic Twenty20 tournaments have soared in popularity and threatened to undermine the quality of international cricket by luring top players away from their national teams.Australia�s domestic Big Bash T20 competition drew more than a million people into stadiums around the country during the last home summer, outstripping the attendance for last year�s 50-over World Cup.Cricket Australia have lowered ticket prices for Test matches against Pakistan and South Africa for series during the coming home summer in a bid to bring fans back to the red-ball game.Last year�s Big Bash tournament clashed with part of Australia�s home series against West Indies, but Sutherland dismissed the idea of creating separate windows for domestic and international competitions.""It�s for others to state their position, but my view is that international cricket comes first,"" he said. ""International cricket must be protected and it should be the form of the game that is the priority for players.",4/26/2016,All Test nations want day night matches says Australi,sports
"strong>MELBOURNE: The cricket boards of all major test-playing nations have thrown their support behind day-night matches and nearly half intend to host a game under lights in the next 12 months, according to Cricket Australia boss James Sutherland.</strongAustralia hosted the first day-night test against New Zealand in Adelaide last year and will play Pakistan in another match under lights in Brisbane in December.South Africa�s players have balked at an invitation to play Australia in a day-night match in November, however, citing concerns about the specially developed pink ball and their relative inexperience playing it.Sutherland, who met with South African officials during an International Cricket Council meeting in Dubai on Sunday, said no final decision on the Adelaide test could be expected until Proteas players returned home from the Indian Premier League tournament.But he said day-night tests in general had unanimous support from the top nations� boards.""What I heard from (ICC) full member country CEO�s in meeting was a very broad-ranging commitment to day-night test cricket and indeed three or four full member countries are planning on hosting test cricket under lights in the course of the next 12 months, which is very encouraging,"" Sutherland told reporters at CA�s Melbourne headquarters on Tuesday.""Certainly India, Pakistan are very keen to play day-night test cricket, I know New Zealand are also keen.""To a person, full member countries and their CEOs stated their absolute support of test cricket being played under lights.""The first day-night test drew huge crowds to Adelaide Oval and big television audiences, helping to offset disappointing attendances to the season-opening tests against New Zealand in Brisbane and Perth.CA and players on both sides hailed the match a success in the aftermath but South Africa captain AB de Villiers told local media last week that his team had been discouraged from committing to the day-night test in Adelaide after getting feedback from Australian players, including captain Steve Smith.Test crowds have waned across the globe even as domestic Twenty20 tournaments have soared in popularity and threatened to undermine the quality of international cricket by luring top players away from their national teams.Australia�s domestic Big Bash T20 competition drew more than a million people into stadiums around the country during the last home summer, outstripping the attendance for last year�s 50-over World Cup.Cricket Australia have lowered ticket prices for test matches against Pakistan and South Africa for series during the coming home summer in a bid to bring fans back to the red-ball game.Last year�s Big Bash tournament clashed with part of Australia�s home series against West Indies, but Sutherland dismissed the idea of creating separate windows for domestic and international competitions.""It�s for others to state their position, but my view is that international cricket comes first,"" he said.""International cricket must be protected and it should be the form of the game that is the priority for players.""",4/26/2016,All test nations want day night matches says Australi,sports
"strong>MELBOURNE: The International Cricket Council has criticised West Indies for using their victory speech at the World Twenty20 tournament to complain about their cricket board after a long drawn-out pay dispute.</strongDuring the televised broadcast, West Indies captain Darren Sammy referred to the dispute which saw the team threaten to withdraw from the tournament in India before a last-minute deal was brokered with the board.All-rounder Dwayne Bravo later criticised the West Indies Cricket Board in an interview with a local broadcaster.""The (ICC) Board considered the behaviour of some of the West Indies players in the immediate aftermath of the final, and unanimously agreed that certain comments and actions were inappropriate, disrespectful and brought the event into disrepute,"" the ICC said.""The Board acknowledged an apology by the WICB but was disappointed to note that such behaviour had detracted from the success of what was otherwise a magnificent tournament and final.""The ICC added that ""serious consideration"" had been given to bringing code of conduct charges against the players.After West Indies� four-wicket win over England in Kolkata, skipper Sammy said in an interview: ""People were wondering whether we would play this tournament.""We had a lot of issues, we felt disrespected by our board ..I�m yet to hear from (them). That is very disappointing.",4/26/2016,ICC blasts West Indies for World T20 outburst over pay,sports
"ISLAMABAD: Finance Minister Senator Muhammad Ishaq Dar Tuesday said that the government would establish a sports university and all resources would be provided in this regard.Addressing the closing ceremony of the Quaid-i-Azam Inter-Provincial Youth Games - 2016 at Pakistan Sports Complex, the minister said that the present government within two years has put the country to economic stability.Now the world economists are appreciating the economic performance of Pakistan and many investors want to start business here, he said.He appreciated the role of Federal Minister for Inter�provincial Coordination (IPC) and In-charge Minister for Sports Mian Riaz Hussain Pirzada for successfully holding sports activity in the federal capital.",4/27/2016,Government to establish sports university Dar,sports
"LAHORE:�The Pakistan Cricket Board (PCB) on Wednesday allowed Younis Khan to resume playing in Pakistan Cup, a domestic tournament.Reports said that PCB has accepted Younis Khan�s apology and given permission to him for rejoining Khyber Pakhtunkhwa in Pakistan Cup.Earlier, Younis Khan called the PCB chairman Shaharyar Khan in response to the show-cause notice given to him. He admitted his misbehaviour during a match in Pakistan Cup at Faisalabad on Monday and apologized.�Younis Khan made telephonic contact with chairman PCB Shaharyar Khan today,� the PCB said in a statement. �He felt sorry for the incident that happened during the Pakistan Cup in Faisalabad.�He left the host city, last week, in protest against �substandard umpiring� in the event.�Later, the PCB had issued the show cause notice to Younis Khan instead.PCB chairman Shahryar Khan has accepted that Younus Khan�has had great� services for Pakistan Cricket, but no one is above the rule and game.",4/27/2016,PCB accepts Younis apology allows to play in Pakistan Cu,sports
"strong>COLOMBO: Injured Sri Lankan pacer Lasith Malinga is believed to have acted against the medical advice given by another Sri Lankan doctor Siri Kannangara.</strong�I had examined Malinga in January during my two trips in Sri Lanka and had advised him to take �minimum� six-months rest. This six-month period can still exceed. The period is still not over now and I wonder why he chose to play in the Asia Cup�. Dr. Kannangara told the Sri Lankan newspaper, daily Mirror over telephone from Austrailia.Malinga, had played one match against UAE (at Mirpur) in February-- the very next month after the advice was given to him by the specialist and may have aggregated the injury.Doctor Kannangara said had Malinga listened to his advice, he may have been on a better recovery path. �I had prescribed him a few Intra-Vein injections (not cortisone). I don�t know whether Malinga did take these injections or consulted any other doctor and decided to play�.���That was his decision and I can�t comment on this�, he added. Dr. Kannangara is likely to arrive in Sri Lanka next month before going to London. �I will not advise Malinga unless and until my advice is sought�, by him doctor clarified.Dr. Kannangara has treated a few international cricketers including India�s Sachin Tendulkar. �Sri Lankan pacer Chaminda Vaas had advised Tendulkar to consult me and I treated him for his back pain�. Viv and Barry Richards, Clive Lloyd and many other ex-players have been successfully treated by Dr. Siri Kannangara.��Meanwhile, the report on Lasith Malinga�s fitness has been submitted to the Sri Lanka Cricket (SLC) board by three specialists.",4/27/2016,Malinga acted against medical advice by doctor,sports
"strong>ISLAMABAD: Veteran players of Pakistan and India are all set to be in action as the United Kingdom based Slough hockey club have organized three matches against both the arch rivals in May.</strongTalking to APP Pakistan Hockey Federation (PHF) Secretary Shahbaz Ahmed said Slough hockey club Chairman Harjit Sandhu is organizing the matches among the Pak India veterans players.They have laid a new astro turf in their club and these matches are part of the inauguration, he said.Three matches will be played on May 13, 14 and 15. This is a very good initiative taken by the Slough hockey club, he said adding there would be hardly anybody in this world who doesn�t want to see both the nations play.The Pakistan players include Muhammad Atiq, Muhammad Rizwan, Muhammad Khalid, Adnan Zakir, Akthar Ali, Muhammad Imran, Sharif Muhammad, Hussain Muhammad, Muhammad Saqlain, Rehan Butt, Salman Akbar and Muhammad Arshad.The prominent among the Indians participating in the matches are Deepak Thakur, Pargat Singh, Yuvraj Walmiki, Harpal Singh and Rajpal Inderjeet.",4/27/2016,Pak India hockey veterans set for action in May,sports
"ISLAMABAD: Pakistan Cricket Board (PCB) is conducting dope tests of those cricketers who have been performing extraordinarily well in the Pakistan Cup, being played at Faisalabad.Talking to APP, a PCB official said the dope tests are being conducted on the directives of the International Cricket Council (ICC) to check against the possible use of illegal substances.He said besides six cricketers - Mohammad Irfan, Mohammad Sami, Khurram Manzoor, Sami Aslam, Bilawal Bhatti and Mohammad Hassan - dope tests of other cricketers are also being conducted.He said the tests of one to two cricketers are being conducted after every match.As many as five teams including Punjab, Sindh, Khyber Pakhtunkhwa (KPK), �Balochistan and Islamabad are participating in the Pakistan Cup, a 50-over tournament.",4/27/2016,PCB conducting dope tests on directives of ICC,sports
"strong>MELBOURNE: Australia fast bowler John Hastings has been withdrawn from a one-day tri-series against West Indies and South Africa in the Caribbean after undergoing surgery on his ankle.</strongThe 30-year-old suffered pain bowling in the Indian Premier League (IPL) and scans confirmed ""early stage bone stress"" in his fibula near the ankle, the team said on Wednesday.""While laid off with this injury we have taken this opportunity to undertake arthroscopic surgery to remove bone spurs in his left ankle which has been causing him concern for some time and were possibility contributing to the cause of the bone stress,"" Cricket Australia sports science and sports medicine manager Alex Kountouris said in a media release.Selectors named Victorian pace man Scott Boland as a replacement for Hastings on the June tour.",4/27/2016,Australias Hastings out of West Indies tour,sports
"strong>South Africa fast bowling great Allan Donald will join Australia as bowling coach for their tour of Sri Lanka this year, local media reported on Wednesday.</strongThe 49-year-old, who took 330 test wickets at an outstanding average of 22.25, could then stay on as part of Australia's coaching team for their home series against Pakistan and South Africa, News Ltd media said.Cricket Australia were not immediately available to provide comment.Craig McDermott, who helped guide Australia to victory in last year's World Cup and a 5-0 whitewash of England in the last Ashes series on home soil, stepped down as bowling coach after the World Twenty20 in India.Donald, nicknamed 'White Lightning' during a 72-test career from 1992-2002, stepped down as bowling coach of South Africa a year ago, after four years mentoring the Proteas' feared pace battery of Dale Steyn, Vernon Philander and Morne Morkel.After Australia's two-test tour of Sri Lanka in July and August, Donald was expected to remain in the post for a one-day series in South Africa, News said.Earlier this month, Cricket Australia announced the appointment of Western Australia bowling coach Adam Griffith for a one-day triangular series against South Africa and West Indies in June.Justin Langer is to guide the side in the Caribbean to give regular head coach Darren Lehmann a break before the Sri Lanka tour.",4/27/2016,Australia eye SAfrica great Donald as bowling ,sports
"Rafa Nadal has asked the International Tennis Federation to publish the results of his drug tests following an accusation of doping by a former French cabinet minister.The 14-times grand slam champion said on Monday he was suing Roselyne Bachelot, a former health, sports and social affairs minister, after she alleged the Spaniard had failed a drugs test.The Spaniard wrote to the ITF asking his drug test results to be made public, British media have reported.""It can�t be free any more in our tennis world to speak and to accuse without evidence,"" media reports quoted the 29-year-old as saying.""Please make all my information public, please make public my biological passport and my complete history of anti-doping controls and tests.From now on I ask you to communicate when I am tested, and the results, as soon as they are ready from your labs.""Nadal has never failed a drug test. The ITF declined Nadal�s request but said the player was free to publish them himself.""Mr Nadal �has access to his anti-doping records through WADA�s ADAMS database and is free to make them available,"" the governing body said in a statement.""The accuracy of any such release would be verified by the ITF. ""Failed drug tests in elite tennis are rare but doping has been in the spotlight since former women�s world number one Maria Sharapova announced last month she had returned a positive test for banned substance meldonium.",4/27/2016,Publish my drug test results says Nad,sports
"strong>MANCHESTER: Manchester City survived a late grilling by Real Madrid thanks to goalkeeper Joe Hart as they held on for a 0-0 draw on Tuesday that keeps alive their hopes of reaching the Champions League final for the first time.</strongPlaying in their first European semi-final for 45 years, Premier League City produced a cagey first-leg display that offered little menace, although crucially they denied Real an away goal.Ten-times champions Real suffered a setback before kickoff when Cristiano Ronaldo, the leading scorer in this season�s competition with 16 goals, was ruled out with a thigh injury.His spark was badly missed in a turgid first half at City�s Etihad Stadium, but Real finally came alive after the break and the hosts needed two instinctive late saves from Hart to keep them in the hunt for the second leg at the Bernabeu next week.""It�s too close to call at the moment,"" City captain Vincent Kompany said. ""We couldn�t have wished for more.We have 90 minutes left and we�ll look forward to next week. ""Neither side managed a shot on target in the opening 45 minutes, but Real gradually upped their tempo after the break with Gareth Bale increasingly influential.The Welshman curled one effort wide and had a penalty appeal turned down before substitute Jese looped a header against the crossbar with Hart at full stretch.Hart saved a Casemiro header with his left foot and then shortly after Pepe looked certain to break the deadlock from point-blank range but Hart blocked the shot with his chest.City striker Sergio Aguero had a quiet night and their creative department was not helped when David Silva limped off with a hamstring injury after 40 minutes.Manager Manuel Pellegrini said he was unlikely to be fit for the return.The hosts did produce a late flurry after Raheem Sterling joined the fray from the bench, while Kevin De Bruyne�s inswinging free kick forced Keylor Navas into action.",4/27/2016,Manchester City hold Ronaldo less Real to stay in hunt for fi,sports
"WELLINGTON: New Zealand cricket has confirmed Kane Williamson as the Blackcaps captain in all three formats.The 25-year-old has been a member of New Zealand since 2010 and has already led the side in 36 short-form games, while earning widespread praise for his captaincy during the recent ICC World Twenty20 in India.He is the 34th captain to skipper the New Zealand team in any full international format, and is poised to become the country�s 29th Test captain - dating back to Tom Lowry in 1930.NZC CEO David White said Williamson was the right man to lead the team forward.<br/> <br/> �Kane has been a leader within the team for a long time now and already shown himself to be an extremely capable captain,� said White.�He�s respected by his peers and the wider cricket community for his professional approach both on and off the field, and has a superb cricket brain.�His drive to see the team succeed and his passion for the game are what you look for in a leader. He�s ready for the role and will only continue to grow.""Williamson, who is currently in India playing in the IPL, said it was a challenge he was looking forward to, but one he knew he wouldn�t face without a great deal of support.<br/> <br/> �It�s certainly an honour. I�ve really enjoyed my time spent as captain and believe this team can achieve a lot,� said Williamson.�I�m lucky to have a number of experienced players around me for support and will certainly look to utilise this. We�re all striving for the same thing and that�s to represent New Zealand with pride and win cricket games.""Williamson also singled out the work done by predecessor Brendon McCullum, and praising the environment inside the changing-room.�I�ve certainly learnt a lot from Brendon, as has everyone who has played with him.<br/> <br/> ""The culture that he and Mike have cultivated has been a huge part of this team�s success in recent times. We not only have good players, but good people too and that certainly makes any captain�s job easier.""The Blackcaps next tour will be of Africa in July-August, with the Blackcaps scheduled to play two tests in both Zimbabwe and South Africa.",4/28/2016,Williamson set to lead New Zealand in all three for,sports
"strong>ISLAMABAD: Former head coach Waqar Younis has singled out Shahid Afridi for the side�s run of Twenty20 defeats against England and New Zealand in the Asia Cup and World T20.</strongIn the report on his two year tenure as Pakistan coach Waqar blamed Afridi�s poor form captaincy and attitude for the nationa lteam�s recent poor run.Waqar in his report had said that green shirts lost to New Zealand in Asia Cup and T20 World Cup due to poor captaincy. Afridi was not performing with the bat, ball or captaincy but I was not listened too.Meeting was held after the NZ T20 series where the boys emphasized that they felt confused with what the captain was telling them to do, deccanchronicle.com quoted the report as saying.Afridi was so fixated on his own performance that he did notexecute any game plan or use the right players at the right time.His sudden decisions on changing the batting order or field placements did not help the team, Waqar wrote. He said Afridi appeared to be under so much pressure it really reflected poorly on the team.The whole team morale was down because they all felt the pressure from the captain.No matter how many times I talk to the players it is the captain who has to lead the boys on the field and execute plans, he said.Speaking about the Pakistan Cricket Board (PCB) and selection matters in the report, he said just before the World Cup 2015 in Australia and New Zealand he attended the selection meeting in Karachi along with then captain Misbah ul Haq.We had a long and fruitful meeting on several players. �As I arrived back in Lahore a completely different team was announced which I was not happy with also after dropping Younis Khan from one series, he was suddenly put back into the team because of media pressure�, Waqar said.On Umar Akmal, Waqar described him as an indiscipline player. �Akmal was asked by Haroon Rasheed (former chief selector) to come the next day for fitness test to join the team in Sri Lanka for ODIs�.Instead he chose to catch a flight to Caribbean for a lucrative league without informing anyone. Few months later when he was caught in the Hyderabad incident or misbehaving with his domestic team coach at all times he managed to retain his place in the team.Is this what criteria we are setting for selection of new players? Waqar wrote in his report.",4/28/2016,Waqar blames Afridi for green shirts consistent def,sports
"strong>NEW DELHI: England fast bowler Chris Jordan has joined Indian Premier League (IPL) franchise Royal Challengers Bangalore as a replacement for injured Australia pace man Mitchell Starc, the Indian cricket board said.</strongStarc has been ruled out of the Twenty20 league with a foot problem, opening the door for Jordan, who impressed with his death bowling in the recent World Twenty20 in India, where an Eoin Morgan-led England lost to West Indies in the final.The 27-year-old Sussex bowler joins Morgan and national team mates Jos Buttler and Sam Billings in the eight-team event, in a sign of the England board�s softening stance towards a league which attracts the biggest names in international cricket.At Bangalore, Jordan will be part of a dressing room also including Indian batting mainstay Virat Kohli, talismanic South African AB de Villiers and swashbuckling West Indies opener Chris Gayle.Meanwhile, Mumbai Indians have signed up West Indies fast bowler Jerome Taylor to replace injured Sri Lankan pace man Lasith Malinga, who also missed the World Twenty20 with a recurring knee injury.",4/28/2016,Jordan replaces Starc at Bangalore Mumbai sign Taylor,sports
"strong>New Zealand Cricket (NZC) confirmed on Thursday that top-order batsman Kane Williamson will take over the captaincy in all three formats of the game following the retirement of Brendon McCullum.</strongThe 25-year-old had been expected to succeed McCullum having already led the side in one-day internationals when the former captain was rested or injured, and at the recent World Twenty20 tournament in India.He will become New Zealand's 29th test captain when Mike Hesson's side tour Zimbabwe and South Africa in July-August.""Kane has been a leader within the team for a long time now and already shown himself to be an extremely capable captain,"" NZC Chief Executive David White said in a statement.""He's respected by his peers and the wider cricket community for his professional approach both on and off the field, and has a superb cricket brain.""His drive to see the team succeed and his passion for the game are what you look for in a leader. He's ready for the role and will only continue to grow,"" added White.McCullum retired in February following the test series against Australia after four years in charge, during which time the team made their first World Cup final and became more competitive in the longest form of the game.""It's certainly an honour,"" said Williamson. ""I've really enjoyed my time spent as captain and believe this team can achieve a lot.""I'm lucky to have a number of experienced players around me for support and will certainly look to utilise this.""Williamson, who made his international debut in 2010, had filled in for McCullum as recently as limited overs series against Sri Lanka and Pakistan earlier this year before the former wicketkeeper resumed the job during Australia's tour of New Zealand in February.""I've certainly learnt a lot from Brendon, as has everyone who has played with him,"" added Williamson, who was named in February as the 2015 New Zealand Sportsman of the Year.""The culture that he and Mike have cultivated has been a huge part of this teams success in recent times. We not only have good players, but good people too and that certainly makes any captain's job easier.""",4/28/2016,New Zealand confirm Williamson as skipper,sports
